iter	RMSE
2902	0.01666935205
2903	0.01664672794
2904	0.01663964852
2905	0.01663518253
2906	0.0166226572
2907	0.01661830056
2908	0.01661416587
2909	0.0166120629
2910	0.01661027303
2911	0.01660361188
2912	0.01658536938
2913	0.0165837409
2914	0.01657636338
2915	0.01656752349
2916	0.01655842751
2917	0.01654573974
2918	0.01654466207
2919	0.01654414671
2920	0.01653413588
2921	0.01653383221
2922	0.01652115997
2923	0.016516261
2924	0.01651180752
2925	0.01650124992
2926	0.01649101433
2927	0.01647961845
2928	0.01646505691
2929	0.01646089492
2930	0.01645466323
2931	0.01644055591
2932	0.01643514841
2933	0.01642558083
2934	0.0164173443
2935	0.01640908335
2936	0.01640707737
2937	0.01640088262
2938	0.01639634958
2939	0.01639589445
2940	0.01639066608
2941	0.01639022281
2942	0.01637153155
2943	0.01636860712
2944	0.01635779012
2945	0.01634943836
2946	0.01634081339
2947	0.01633160771
2948	0.01632969438
2949	0.01631768136
2950	0.01630936982
2951	0.01629707096
2952	0.01628914273
2953	0.01628547756
2954	0.01627612252
2955	0.01626528159
2956	0.01625475359
2957	0.01624986508
2958	0.0162390798
2959	0.01623104039
2960	0.01622702834
2961	0.01621912745
2962	0.0162124722
2963	0.01621122479
2964	0.01619914448
2965	0.01618901042
2966	0.01618780657
2967	0.01617618353
2968	0.0161748657
2969	0.01617170397
2970	0.01615996091
2971	0.01615143142
2972	0.01614529783
2973	0.01613227765
2974	0.01612763893
2975	0.01612303958
2976	0.01610998618
2977	0.01610052356
2978	0.01609804341
2979	0.01609184822
2980	0.01608493718
2981	0.01607792536
2982	0.01606778795
2983	0.01606121677
2984	0.01605252077
2985	0.016046411
2986	0.01603673068
2987	0.01602888242
2988	0.01602619883
2989	0.0160223643
2990	0.01601466523
2991	0.01601079304
2992	0.01600498058
2993	0.01599136247
2994	0.01597540195
2995	0.01596096059
2996	0.01594079259
2997	0.01593500588
2998	0.01593473677
2999	0.01592383981
